Date,Content
2013-08-26,Toyota discounting all-electric RAV4 to boost demand for Tesla-powered crossover | Tesla Model S sedan receives highest crash test ratings of any car ever tested | 
2013-08-27,The truth behind Tesla's record safety ratings -- WATCH: 
2013-08-30,Nissan joins Tesla selling California green-car credits | 
2013-09-10,Tesla's buy-back option has potential to create more revenue | 
2013-09-12,Tesla’s gamble to buy back Model S cars from customers has potential to generate further revenue | 
2013-09-13,Tesla pushing beyond confines of California to take on BMW in its home market | 
2013-09-27,"Nissan channels Tesla, offers free Leaf charging in Texas | "
2013-09-28,"Nissan channels Tesla, plans to offer free rapid charges for battery-powered Leaf | "
2013-10-03,Tesla’s stock pares declines after car maker said fire in one of its vehicles caused by crash | Tesla's worst nightmare sparked as car catches fire -- WATCH: 
2013-10-17,Tesla the top seller of California zero-emission vehicle credits in past year | Chinese automakers pose Tesla-like threat to U.S. dealer system by selling directly to customers | 
2013-10-18,Tesla chooses AT&amp;T to provide high-speed wireless service to its vehicles | 
2013-10-22,Tesla falls as much as 3.8% as auto regulator studies sedan fire | 
2013-10-24,"Major carmakers see themselves as Tesla rivals with electric batteries, gas engines -- WATCH: "
2013-10-26,Tesla Motors to avoid U.S. probe of Model S fire | 
2013-10-31,Panasonic may add $7B sales from Tesla cell contract | 
2013-11-01,"Tesla dropped 17% in October, first monthly decline since February, biggest since 2010 | "
2013-11-08,Tesla’s third fire in five weeks involving Model S means possible regulator investigation | 
2013-11-13,"In a first, billionaire Elon Musk won't have final say in whether Tesla recalled over fires | "
2013-11-15,Tesla doesn't expect Model S delivery delays after factory accident injures three | 
2013-11-18,Tesla falls as safety officials investigate accident at Model S plant that injured three | 
2013-11-20,Tesla tweaks Model S to avert recall seen damaging image | 
2013-11-26,Tesla's free rides for anti-electric legislators helps it beat bans on online auto sales | 
2013-12-04,China's Great Wall outdoes Tesla as SUVs beat electric: chart | 
2013-12-09,Bitcoin meets Tesla in sale of electric car at Lamborghini dealership |  
2013-12-20,"Tesla Motors says Model S, charging system didn’t cause fire in Southern California garage | "
2014-01-10,Tesla to upgrade wall charger adapters following reports of overheating in garages | 
2014-01-27,Elon Musk strives to hold his swagger in check after Tesla’s wild ride in 2013 |  Tesla completes L.A.-to-New York electric Model S drive chargers | 
2014-02-05,VIDEO: Five electric cars that want to kill Tesla: 
2014-02-11,Tesla reaches high as investors anticipate Europe and China sales 
2014-02-14,Toyota's Prius keeps top California sales rank as Tesla moves up 
2014-02-16,Tesla investigating cause of fire in Toronto with Model S: 
2014-02-18,VIDEO: Is Apple looking to buy Tesla? 
2014-02-19,Tesla closed above $200 for the first time amid speculation of Apple acquisition: 
2014-02-26,Tesla battery jolts shares higher while disrupting power: The Tesla sedan is ranked ‘best overall’ by Consumer Reports: Tesla battery ‘gigafactory’ to help transform power grid: 
2014-02-27,Tesla plans $1.6 billion note sale to fund gigafactory: 
2014-02-28,Tesla has cemented its place as the highest-flying automobile stock in at least two decades: Musk’s $5 billion Tesla gigafactory may start a bidding war: 
2014-03-05,LIVE: Tesla's Musk testifies on U.S. space launches for national security 
2014-03-10,Tesla’s direct-sales push raises auto dealers’ hackles: 
2014-03-12,Tesla stores in New Jersey may close after state commission bans direct sales: 
2014-03-15,Christie’s opposition to Tesla spurs cries of hypocrisy: 
2014-03-17,Tesla to convert New Jersey stores to showrooms after ban: 
2014-03-27,Panasonic hesitant to commit to Musk's Tesla battery gigafactory: 
2014-03-28,Panasonic hesitant to commit to Musk's Tesla battery factory 
2014-04-02,Tesla Motors appeals New Jersey ban on direct car sales: VIDEO: So just who is driving a Tesla? 
2014-04-16,VIDEO: Is Tesla a victim in New Jersey sales fight?  #NYIAS
2014-04-21,Tesla to start Model S sales to China's elusive motorists 
2014-04-23,VIDEO: Watch a disappointed Tesla customer yell at @elonmusk in China  $TSLA
2014-04-24,RT @BloombergTV Tesla hands keys to first China customer:  $TSLA
2014-04-25,"Elon Musk, Tesla’s 42-year-old CEO, received $69,989 in 2013, down from $78.2 million a year earlier: "
2014-05-07,"Diminished credits, supplies crimp Tesla's first quarter, drive shares down 8% after hours: EARNINGS: Tesla Q1 adjusted EPS of 12 cents beats estimate by a nickel"
2014-05-08,"A sneak-peek of Tesla's new solar-powered backup battery. 
 Has Tesla reached the limit of the millionaire market?
"
2014-05-15,"Musk projects hundreds of $5 billion ""gigafactories"" while Tesla mulls location of the first one:
"
2014-05-16,"Tesla quietly becomes California's largest auto employer:
 "
2014-06-06,"BMW's i8 sports car is the German automakers direct response to Tesla:
 $TSLA "
2014-06-10,Tesla sticker shock in China doesn't tell the full story 
2014-06-12,"Musk decries ""intellectual property land mines"" in announcing open access to Tesla patents : "
2014-06-13,"Elon Musk says you can use Tesla patents. So long as it's ""in good faith,"" you don't sue him, and he likes you: Elon Musk applies contrarian style to patents to boost Tesla Tesla making patents 'open source' to boost electric cars "
2014-06-14,"A Tesla in China will cost at least $100,000:  "
2014-06-19,Tesla to expand charging stations into pan-European network:  $TSLA
2014-06-28,BMW M235i approaches Tesla with Consumer Reports score of 98:  
2014-07-07,Tesla eager to study stolen Model S split in fiery crash 
2014-07-08,Tesla's China exports to be quarterly bright spot: Barclays 
2014-07-10,Experts are shocked that driver of a stolen Tesla wasn't killed when it burst into flames:  
2014-07-11,Driver of stolen Tesla dies after crash in Los Angeles 
2014-07-16,Tesla asks Chinese hackers to flag vulnerabilities 
2014-07-17,U.K. government eyes Tesla Model S as official vehicle:  
2014-07-21,EXCLUSIVE: Tesla halts production for two weeks in preparation for electric SUVs:  $TSLA
2014-07-30,Tesla expected to report record sales tomorrow:  $TSLA 
2014-07-31,"Panasonic agrees to help Musk build Tesla's 'Gigafactory':  EARNINGS:
Tesla Motors 2Q EPS of $0.11 beats estimate of $0.04
LinkedIn 2Q EPS of $0.51 beats estimate of $0.39Panasonic, Tesla in deal to build battery ‘gigafactory’ needed to lower electric cars' sticker prices BREAKING: Panasonic commits to partner with Tesla on battery gigafactoryTesla seen reporting record deliveries on China expansion: "
2014-08-01,"Tesla says it's broken ground near Reno, Nevada for a $5 billion battery plant:  Tesla sales of Model S electric sedans match estimates as it begins China deliveries: "
2014-08-07,The Tesla-Toyota friendship was too quirky to last:  
2014-08-08,How Tesla-Toyota project led to culture clash by opposites 
2014-08-12,"Tesla Model S reliability drops after 10,000 miles, per @ConsumerReports:  A Tesla Model S may seem pricey at $63,000, but it’s a bargain compared to prices in these 16 other countries: "
2014-08-27,"David and Goliath roles are reversed in Silicon Valley as Cadillac, BMW chase Tesla:  "
2014-09-02,Tesla hits a record after report floats $400 a share target: 
2014-09-03,Tesla sold too many cars in Georgia last year:  It's Tesla's turn to make a big announcement:  $TSLA 
2014-09-09,Tesla signals it may work with Toyota again on vehicle 
2014-09-13,"Want a Tesla Model X SUV? 
Get in line:  "
2014-09-17,Panasonic riding Tesla wave to boost battery business in Europe 
2014-10-07,"Tesla will probably unveil an all-wheel-drive sedan on Thursday, analysts predict:  "
2014-10-09,"The wait is over. 
Elon Musk will unveil Tesla's Model D today:  $TSLA "
2014-10-10,"The coolest thing about the Tesla D is the one no one sees coming:  This is Elon Musk test driving the new Tesla:  MUSK: ""This car is nuts"" 
The $120K Model D is not Tesla's plug-in for the masses:
 $TSLA "
2014-10-17,Will Governor Snyder keep Tesla out of Michigan?  $TSLA 
2014-10-20,Tesla begins selling cars in China with Alibaba's : 
2014-10-23,"As Tesla evolves from startup to competitor, Daimler sells its $780 million stake: "
2014-10-29,"A Shanghai license plate costs $12,000, unless you drive a Tesla:  $TSLA Tesla car owners get $12,000 Shanghai plates for free "
2014-11-03,Mercedes is quietly using Tesla technology in its first mainstream plug-in:  $DAI $TSLA 
2014-11-05,Tesla beats estimates and pushes back Model X sport-utility vehicle deliveries: 
2014-12-04,Audi plans an electric-powered crossover to challenge Tesla  
2014-12-09,Cheap gas is trouble for Tesla  $TSLA 
2014-12-10,"Tesla has a good day, but remains down 13 percent since Thanksgiving  $TSLA "
2014-12-12,Tesla's China president resigns after less than nine months  $TSLA Tesla's China president resigns after less than 9 months 
2014-12-19,BYD's record plunge not enough for Macquarie seeing no Tesla 
2014-12-26,Tesla is offering Roadster owners an upgrade that will extend the car's range to 400 miles  Tesla is helping Chinese drivers trade in old cars for its Model S  
2015-01-12,Introducing the $30K Tesla-killer: the Chevrolet Bolt  #DetroitAutoShow 
2015-01-14,Tesla shares fell the most since September this morning. Here's why  
2015-02-06,Tesla is going Apple picking  Why Tesla is going after Apple employees  Tesla has hired more workers from Apple than from anyplace else  
2015-02-07,Tesla has hired more workers from Apple than from any other company. Here's why  
2015-02-09,Tesla's secret weapon: Former Apple employees  
2015-02-10,Fiat Chrysler's stock is now outperforming Tesla  
2015-02-11,"EARNINGS: Tesla falls short, posts quarterly loss, shares down  "
2015-02-12,Tesla's competition is closing in  Nissan is beating Tesla at their own game  
2015-02-13,Tesla wants to build a battery for your house Tesla's takin' over... one service center at a time  They took on traditional cars. Now Tesla wants to take on the traditional power grid  
2015-02-14,Now Tesla wants to take on the U.S. power grid  
2015-02-23,Here's why Tesla's stock is off to a rough start in 2015  
2015-02-24,Tesla's stock has been treading water for 12 months  
2015-03-04,The case against Tesla haters  
2015-03-05,Will Tesla ever make money? 
2015-03-06,Tesla is hiring for its new stationary-storage unit  
2015-03-09,Tesla says it's cutting jobs in China  Tesla is cutting jobs in China after sales are slower than expected  
2015-03-10,Tim Cook dodges shareholder question on Tesla deal  
2015-03-11,How a guy with a Tesla battery and a garage could totally disrupt the energy industry  
2015-03-12,A day trader cannibalized a Tesla to go off the grid  
2015-03-13,"Watch out, Tesla. Porsche may start making its own electric car  "
2015-03-17,Can Porsche overtake Tesla in the clean car race? 
2015-03-19,"Investors are not excited by Tesla's answer to ""range anxiety""  .@RichardBranson: ""You may find Virgin competing with the Tesla in the car business""  Tesla adds alerts to prevent running out of charge accidentally  Is Richard Branson gearing up to take on Tesla?  "
2015-03-20,Get ready for self-driving cars from Tesla  
2015-03-21,Tesla's revenue windfall: Zero-emissions tax credits 
2015-03-25,Tesla shares fall after CLSA analyst cuts rating on outlook for Model X margins  
2015-03-30,.@elonmusk may have scooped Tesla's big announcement  Tesla shares surge after Musk tweets about new product line  NEWS ALERT: Musk says Tesla will unveil major new product on April 30 Musk reboots Tesla's China strategy 
2015-03-31,Musk says Tesla will unveil major new product on April 30  How Musk is rebooting Tesla's China strategy 
2015-04-06,Tesla shares are surging after strong sales and bullish analyst comments  
2015-04-08,A new study suggests Tesla's giant car batteries are far cheaper than the automaker lets on  Tesla Motors drops lowest-priced version of Model S electric car  
2015-04-09,Tesla's model upgrade looks like a pure profit play  
2015-04-15,Toyota plots a comeback for Prius after Tesla takes spotlight 
2015-04-20,Why Elon Musk nearly sold Tesla to Google Elon Musk had a deal to sell Tesla to Google in 2013   
2015-04-27,Deutsche Bank: Tesla's announcement this week could be a bigger deal than investors realize  
2015-04-30,The 7 biggest questions ahead of Tesla's battery announcement  What surprises will unfold at Tesla's announcement tonight? Here's your @ElonMusk bingo card  
2015-05-01,"Tesla’s Powerwall event: the 12 most important facts  The 11 most important facts from Tesla’s Powerwall event  WATCH LIVE: Tesla launches batteries for homes, businesses, utilities #Tesla's big announcement is tonight, so you should watch and play @ElonMusk bingo, obviously  "
2015-05-06,"Tesla shares rise after reporting a narrower loss than predicted  MORE: @ElonMusk's SolarCity says Tesla's new battery ""doesn't really make financial sense""  "
2015-05-07,Why @ElonMusk's SolarCity won't install Tesla's home battery for daily users  
2015-05-08,Tesla's battery grabbed $800 million in its first week  
2015-05-12,Tesla is already building a 5-million-square-foot battery factory. It may not be big enough 
2015-05-13,You can now buy @Cadillac's Tesla-like electric car at a huge discount  Can Tesla's battery hit $1 billion faster than the iPhone?  
2015-05-21,"Actually, your home doesn't matter for Tesla's dream of a battery-powered planet  "
2015-05-22,Drone captures Tesla's new gigafactory in stunning HD video  Will Tesla's home batteries work? 
2015-05-25,"Actually, your home doesn’t matter for Tesla’s dream of a battery-powered planet Drone captures Tesla’s new gigafactory in stunning HD video "
2015-06-08,Tesla shares are about to move even higher Baird says  
2015-06-19,Mattel rolls out a @Hot_Wheels Tesla Model S for fans big and small  
2015-06-23,"The @TeslaMotors Gigafactory won't make batteries until next year, but Reno is already talking up the ""Tesla effect"" "
2015-07-03,Linde AG says hydrogen-fueled cars are becoming a viable challenger to Tesla's battery-driven vehicles 
2015-07-04,Tired of Tesla? Check out the Morgan EV3  
2015-07-17,Tesla offers new 'Ludicrous Mode': 0 to 60 in 2.8 seconds  
2015-07-21,"Tesla just did something really big, and the internal-combustion engine business may never be the same "
2015-07-24,Check out the latest views of Tesla's massive gigafactory being built in the Nevada desert  
2015-07-29,Now Tesla owners can save themselves (and their friends) money through a new referral program  
2015-08-06,Is Quip the Tesla of toothbrushes?  
2015-08-10,"After 2 years, 2 hackers cracked the Tesla  "
2015-08-13,Tesla asks Model S owners to stop hogging their local Superchargers  
2015-08-14,#Tesla increases stock offering to 2.7 million shares to fund expansion  
2015-08-15,How two hackers cracked the Tesla  
2015-08-17,"Morgan Stanley massively hikes price target on Tesla from $280 to $465  Morgan Stanley massively hikes price target on Tesla  Morgan Stanley massively hikes price target on Tesla, says stock could almost double  Morgan Stanley hikes price target on Tesla, says stock could almost double  "
2015-08-20,Audi takes on Tesla with electric crossover with 310-mile range  
2015-08-27,Tesla's Insane Mode literally broke the Consumer Reports scale 
2015-08-29,Elon Musk is reaching back to his PayPal days for Tesla's first-ever incentive offer  
2015-09-01,"The first Tesla Model X SUV customers can now choose their paint color, wheel size +more  "
2015-09-02,"The first Tesla Model X SUV customers can now choose their paint color, wheel size + more  "
2015-09-09,Elon Musk says the first Tesla Model X SUVs will be delivered Sept. 29 
2015-09-11,"The Tesla P90D embodies extreme fluidity, unrelenting beauty, and devastating force  "
2015-09-13,You'll feel untouchable driving the Tesla P90D  
2015-09-16,"Tesla has built a cult following in the U.S., but Europe is proving harder to convince  "
2015-09-17,A Chinese electric-car startup gearing up to challenge Tesla has raised about half of the $1 billion it’s seeking Why Europeans don't like Tesla  
2015-09-18,A Chinese electric-car startup is gearing up to challenge Tesla has raised about half of the $1 billion it’s seeking 
2015-09-19,Why Tesla should be afraid of German carmakers  
2015-09-20,"Tesla asked women what they wanted and delivered with the Model X SUV  With a 4-seat sports car that charges in just 15 minutes, Porsche challenges Tesla to keep up  "
2015-09-28,Angela Merkel's chief of staff challenges Germany's vehicle firms to beat Tesla on e-cars  
2015-09-29,The first of Tesla's Model X sport utility vehicles is about to be handed over  The first of Tesla's Model X sport utility vehicles is to be handed over  Tesla to hand over the first of its Model X sport utility vehicles  
2015-09-30,Elon Musk delivers Tesla's first Model X SUVs in California  
2015-10-01,"A first look at the Tesla Model X SUV  With a new name and backing from Chinese billionaire, Fisker Automotive takes aim at Tesla  Tesla prices to triple in Denmark when tax breaks on electric cars are phased out  What's it like driving the new Tesla Model X SUV?  Google co-founder Sergey Brin said to get Tesla's 4th Model X  "
2015-10-07,Tesla falls after Baird cuts to neutral on Model X production 
2015-10-13,Tesla has a new factory in the Netherlands - we take a tour  Take a look round Tesla's shiny new European factory  We've had a special tour of Tesla's shiny new European factory  
2015-10-14,"LATEST: Tesla’s new software automates lane-changing, helps drivers stay in lane and parallel parks "
2015-10-15,Tesla’s newest software can help drivers stay in their highway lane or change lanes for them  
2015-10-17,We had a special tour of Tesla's shiny new European factory  
2015-10-18,"Tesla’s new autopilot feature isn't quite ""look ma, no hands"" yet  "
2015-10-20,Tesla shares fall as carmakers find fuel-economy hardware causes quality issues  
2015-10-21,Tesla fell the most in 8 weeks after @ConsumerReports ended its Model S recommendation  
2015-10-22,Stephen Colbert turns out to be Tesla's best celebrity evangelist  
2015-10-23,Stephen Colbert is Tesla's best celebrity evangelist  
2015-10-26,Check out Tesla's new European factory  
2015-10-31,Stephen Colbert loves his Tesla. And Tesla probably loves the free marketing  
2015-11-03,LATEST: Tesla rises after narrowing vehicle-delivery forecast for 2015 Analysts are eager for details on Tesla Model X SUV production progress  
2015-11-05,Why Tesla's autopilot is both awesome and creepy  
2015-11-06,There's only one thing Volkswagen can do to stop the bleeding - beat Tesla  
2015-11-08,There's one thing Volkswagen can do to stop the bleeding - beat Tesla  
2015-11-18,Tesla is in discussions with Germany over the prospect of building a battery factory there  
2015-11-20,"Tesla is conducting a voluntary recall because of a single report about a front seat belt  JUST IN: Tesla conducts voluntary recall of 90,000 Model S Sedans "
2015-11-28,"You know about the speed and those gullwing doors, but the Tesla Model X has some surprises  "
2015-12-06,Watch out Tesla. Porsche is moving forward with an all-electric competitor  
2015-12-08,"Need a job? Tesla has 1,656 openings  "
2015-12-19,Can this 26-year-old hacker take on Tesla with a self-driving car he built in his garage?  
2015-12-24,This guy is taking on Google and Tesla by himself  
2015-12-25,Can this 26-year-old hacker take on Tesla?  
2015-12-27,Take a tour of Tesla's European factory  
2016-01-03,"Tesla says it delivered 17,400 vehicles in the 4Q, hitting its target of 50K for the year  "
2016-01-04,Tesla fell the most in 2+ months after slower-than-expected start to shipping the Model X  
2016-01-05,Tesla hits a speed bump as 2016 begins  
2016-01-11,Bang &amp; Olufsen’s BeoLab 90 speakers cost as much as a Tesla  
2016-01-17,Tesla's latest software upgrade lets cars park themselves with no one in the driver's seat  
2016-01-29,Everything we know about Tesla’s secret Model 3... and Model Y  
2016-01-31,Tesla is gearing up for its biggest-ever unveiling ...the Model 3. Here's what we know  
2016-02-04,Chinese customers will have access to the Tesla Model X before it hits Europe  
2016-02-08,Tesla fell to the lowest level in 2 years in advance of this week's earnings report  
2016-02-09,Tesla rises after a Barclays analyst said Model 3 car may help revive the company’s shares  
2016-02-10,"Tesla projects fast growth to maybe 90,000 deliveries in 2016  JUST IN: Tesla Q4 earnings miss estimates, shares down 3.3%  "
2016-02-14,"Will the next Tesla sell for $25,000?  "
2016-02-24,Tesla has accused GM of being the driving force behind a bill to kick it out of Indiana  
2016-02-25,Tesla withstands GM's direct-sales challenge in Indiana Senate  
2016-02-29,At least 100 workers at the construction site for Tesla’s battery factory near Reno walked off the job Monday 
2016-03-03,Tesla took on the dealerships and GM to win a legislative fight in Indiana  
2016-03-04,"In the wake of the VW diesel scandal, Tesla will likely see more rivals  "
2016-03-05,"Tesla took on the dealerships, and GM, and won a legislative fight in Indiana  "
2016-03-11,"Ready to take on Tesla, Porsche weighs bids from Panasonic, Bosch for a long-range battery  "
2016-03-14,Wall Street tours the Tesla factory and sees some big changes  Wall Street tours the Tesla factory ...and loves what it sees  
2016-03-15,Wall Street tours the Tesla factory and loves what it sees  
2016-03-16,Tesla Motors chief spokesman leaves ahead of Model 3 unveiling  Tesla will unveil a drivable Model 3. Here's what it will look like  
2016-03-17,Tesla unveils a few key details about the Model 3  
2016-03-22,Dyson takes on Tesla with $1.4 billion battery tech investment  
2016-03-27,Can the Tesla Model 3 dominate the entry-level luxury market?  
2016-03-29,Tesla is getting ready  to unveil the Model 3. Here's everything we know  The 17 secrets we think we know about Tesla's biggest-ever unveiling: the Model 3  
2016-03-30,"Tesla gets ready to unveil the Model 3. Here's what we know so far 
What we know about the Tesla Model 3 so far  "
2016-03-31,"Tesla is about to unveil the car that could change the world ...there's just one problem 
Tesla buyers line up to put down  $1,000 on a Model 3  Tesla has big hopes for the Model 3. But with mass market comes mass competition  If you want a Tesla Model 3 anytime soon you should probably get in line now  The 17 secrets we think we know about Tesla's Model 3  Want a discount on the new Tesla Model 3? You should probably get in line now 
"
2016-04-01,"Meet Tesla's stunning new Model 3  Tesla's Model 3 already has 198,000 reservations ...and it totally lives up to the hype  #Tesla's new #Model3 lives up to the hype  #Tesla's #Model3 feels spacious, @danahull says after trying the new car 
A first look at #Tesla's #Model3 vehicle   Tesla receives 134,000+ reservations in a day as it unveils Model 3  Bloomberg's @danahull gives #Tesla's #Model3 a try  A first look at #Tesla's #Model3 vehicle  More details: Musk unveils Tesla's $35,000 #Model3 in push for mass market  Here's a look at the Tesla Model 3 and what we know so far  JUST IN: Musk unveils Tesla Model 3, says orders reached 115,000 in last 24 hours  Tesla's Model 3 isn't just a new car. It's a new vehicle platform  Is Tesla's Model 3 the car everyone can afford?  "
2016-04-02,"Forget Chevy vs. Ford or Honda vs. Toyota. The fight between Tesla and GM will be nastier  All the features you want to know about in the Tesla Model 3  Take a ride in Tesla's $35,000 Model 3  "
2016-04-03,"The Model 3 is Tesla's iPhone moment  Musk says orders for Tesla's Model 3 jumped to 253,000   "
2016-04-04,"Tesla shares fall after missing vehicle delivery forecast  DEVELOPING: Tesla delivered 14,820 cars in Q1, missing estimate  Tesla climbed to a 6-month high after pre-orders for the Model 3 topped a quarter million  "
2016-04-05,Why customers rushed to order Tesla's Model 3  
2016-04-06,Tesla fails to stop a U.K. company from claiming it has the country’s greenest energy  
2016-04-07,"Tesla says it received more than 325,000 Model 3 reservations  Tesla fails to stop company that claimed it had Britain's greenest energy  "
2016-04-11,"Tesla issues recall of 2,700 Model X SUVs to fix 3rd row seats  "
2016-04-13,Tesla is driving into South African homes with a way to get around power cuts  
2016-04-19,"Elon Musk is ahead of schedule for $1.6 billion Tesla Motors payday  Apple has hired a Tesla engineer to head its car project, @ElectrekCo reports "
2016-04-21,"Tesla changed cars forever. Now it must deliver  Ford paid $199,950 to buy one of the first Tesla Model X SUVs  "
2016-04-23,The fast and furious race to produce China's equivalent of Tesla  
2016-04-24,Big questions still remain about Tesla's Model 3  
2016-04-28,"Ford plans a long-range electric car to compete with Tesla, GM  "
2016-04-29,Ford plans a long-range electric car to compete with Tesla and GM  
